순번,이수구분,교과목명,캠퍼스구분,학점,강의시간/강의실,강의정보1,강의정보2,학부(과),영역구분
2647,전선,컴퓨터그래픽스,가좌캠퍼스,3.0,"월1,2,3[601-0406]","월1,2,3[601-0406]",,컴퓨터공학부,
2648,전선,컴퓨터그래픽스,가좌캠퍼스,3.0,"화5,6,7[601-0401]","화5,6,7[601-0401]",,컴퓨터공학부,
2649,전선,오토마타와컴파일러,가좌캠퍼스,3.0,"화6,7,8[601-0408]","화6,7,8[601-0408]",,컴퓨터공학부,
2650,전선,오토마타와컴파일러,가좌캠퍼스,3.0,"수5,6,7[601-0408]","수5,6,7[601-0408]",,컴퓨터공학부,
2651,전선,오토마타와컴파일러,가좌캠퍼스,3.0,"목6,7,8[601-0408]","목6,7,8[601-0408]",,컴퓨터공학부,
2652,전선,소프트웨어공학,가좌캠퍼스,3.0,"월1,2,3[601-0405]","월1,2,3[601-0405]",,컴퓨터공학부,
2653,전선,소프트웨어공학,가좌캠퍼스,3.0,"월6,7,8[601-0405]","월6,7,8[601-0405]",,컴퓨터공학부,
2654,전선,백엔드프로그래밍,가좌캠퍼스,3.0,"월1,2,3[601-0401]","월1,2,3[601-0401]",,컴퓨터공학부,
2655,전선,백엔드프로그래밍,가좌캠퍼스,3.0,"화1,2,3[601-0401]","화1,2,3[601-0401]",,컴퓨터공학부,
2656,전선,백엔드프로그래밍,가좌캠퍼스,3.0,"목1,2,3[601-0401]","목1,2,3[601-0401]",,컴퓨터공학부,
2657,전선,인공지능,가좌캠퍼스,3.0,"수1,2,3[601-0403]","수1,2,3[601-0403]",,컴퓨터공학부,
2658,전선,인공지능,가좌캠퍼스,3.0,"목6,7,8[601-0403]","목6,7,8[601-0403]",,컴퓨터공학부,
2659,전선,인공지능,가좌캠퍼스,3.0,"목1,2,3[601-0403]","목1,2,3[601-0403]",,컴퓨터공학부,
2660,전필,전공종합설계PBLⅡ,가좌캠퍼스,3.0,"목1,2,3[601-0402]","목1,2,3[601-0402]",,컴퓨터공학부,
2661,전필,전공종합설계PBLⅡ,가좌캠퍼스,3.0,"수6,7,8[601-0403]","수6,7,8[601-0403]",,컴퓨터공학부,
2662,전필,전공종합설계PBLⅡ,가좌캠퍼스,3.0,"화6,7,8[601-0403]","화6,7,8[601-0403]",,컴퓨터공학부,
2663,전필,전공종합설계PBLⅡ,가좌캠퍼스,3.0,"수1,2,3[601-0402]","수1,2,3[601-0402]",,컴퓨터공학부,
2664,전선,컴퓨터과학교재연구,가좌캠퍼스,3.0,"월6,7,8[601-0408],금1,2,3[601-0408]","월6,7,8[601-0408]","금1,2,3[601-0408]",컴퓨터공학부,
2665,전선,영상처리,가좌캠퍼스,3.0,"화1,2,3[601-0403]","화1,2,3[601-0403]",,컴퓨터공학부,
2666,전선,모바일프로그래밍,가좌캠퍼스,3.0,"목6,7,8[601-0401]","목6,7,8[601-0401]",,컴퓨터공학부,
2667,전선,기계학습,가좌캠퍼스,3.0,"수5,6,7[601-0402]","수5,6,7[601-0402]",,컴퓨터공학부,
2668,전필,컴퓨터공학을위한수학Ⅰ,가좌캠퍼스,3.0,"화6,7,8[601-0409]","화6,7,8[601-0409]",,컴퓨터공학부,
2669,전필,컴퓨터공학을위한수학Ⅰ,가좌캠퍼스,3.0,"화1,2,3[601-0409]","화1,2,3[601-0409]",,컴퓨터공학부,
2670,전선,C프로그래밍,가좌캠퍼스,3.0,"화1,2,3[601-0406]","화1,2,3[601-0406]",,컴퓨터공학부,
2671,전선,C프로그래밍,가좌캠퍼스,3.0,"화6,7,8[601-0406]","화6,7,8[601-0406]",,컴퓨터공학부,
2672,전선,C프로그래밍,가좌캠퍼스,3.0,"목1,2,3[601-0405]","목1,2,3[601-0405]",,컴퓨터공학부,
2673,전선,C프로그래밍,가좌캠퍼스,3.0,"목6,7,8[601-0405]","목6,7,8[601-0405]",,컴퓨터공학부,
2674,전필,컴퓨터공학을위한수학Ⅱ,가좌캠퍼스,3.0,"금1,2,3[601-0409]","금1,2,3[601-0409]",,컴퓨터공학부,
2675,전필,컴퓨터공학을위한수학Ⅱ,가좌캠퍼스,3.0,"목1,2,3[601-0409]","목1,2,3[601-0409]",,컴퓨터공학부,
2676,전필,컴퓨터공학을위한수학Ⅱ,가좌캠퍼스,3.0,"목6,7,8[601-0409]","목6,7,8[601-0409]",,컴퓨터공학부,
2677,전선,컴퓨터시스템개론,가좌캠퍼스,3.0,"수5,6,7[601-0409]","수5,6,7[601-0409]",,컴퓨터공학부,
2678,전선,컴퓨터시스템개론,가좌캠퍼스,3.0,"수1,2,3[601-0409]","수1,2,3[601-0409]",,컴퓨터공학부,
2679,전선,C++프로그래밍,가좌캠퍼스,3.0,"월6,7,8[601-0402]","월6,7,8[601-0402]",,컴퓨터공학부,
2680,전선,C++프로그래밍,가좌캠퍼스,3.0,"화6,7,8[601-0402]","화6,7,8[601-0402]",,컴퓨터공학부,
2681,전선,C++프로그래밍,가좌캠퍼스,3.0,"화1,2,3[601-0402]","화1,2,3[601-0402]",,컴퓨터공학부,
2682,전선,C++프로그래밍,가좌캠퍼스,3.0,"목6,7,8[601-0402]","목6,7,8[601-0402]",,컴퓨터공학부,
2683,전선,논리적프로그래밍문제해결실습,가좌캠퍼스,3.0,"목1,2,3[601-0406]","목1,2,3[601-0406]",,컴퓨터공학부,
2684,전선,논리적프로그래밍문제해결실습,가좌캠퍼스,3.0,"목6,7,8[601-0406]","목6,7,8[601-0406]",,컴퓨터공학부,
2685,전선,논리적프로그래밍문제해결실습,가좌캠퍼스,3.0,"수1,2,3[601-0406]","수1,2,3[601-0406]",,컴퓨터공학부,
2686,전선,논리적프로그래밍문제해결실습,가좌캠퍼스,3.0,"수5,6,7[601-0406]","수5,6,7[601-0406]",,컴퓨터공학부,
2687,전선,자료구조,가좌캠퍼스,3.0,"화6,7,8[601-0405]","화6,7,8[601-0405]",,컴퓨터공학부,
2688,전선,자료구조,가좌캠퍼스,3.0,"화1,2,3[601-0405]","화1,2,3[601-0405]",,컴퓨터공학부,
2689,전선,자료구조,가좌캠퍼스,3.0,"수5,6,7[601-0405]","수5,6,7[601-0405]",,컴퓨터공학부,
2690,전선,자료구조,가좌캠퍼스,3.0,"수1,2,3[601-0405]","수1,2,3[601-0405]",,컴퓨터공학부,
2691,전선,항공우주공학개론,가좌캠퍼스,3.0,"화8,9,10[407-0101]","화8,9,10[407-0101]",,항공우주공학부,
2692,전선,C프로그래밍과자료구조,가좌캠퍼스,3.0,"화5[407-0203],목6,7[407-0203]",화5[407-0203],"목6,7[407-0203]",항공우주공학부,
2693,전필,열역학,가좌캠퍼스,3.0,"월6,7[407-0506],수6,7[407-0506]","월6,7[407-0506]","수6,7[407-0506]",항공우주공학부,
2694,전필,열역학,가좌캠퍼스,3.0,"월8,9[407-0506],수8,9[407-0506]","월8,9[407-0506]","수8,9[407-0506]",항공우주공학부,
2695,전필,공학수학1,가좌캠퍼스,3.0,"월1,2[407-0506],수3,4[407-0506]","월1,2[407-0506]","수3,4[407-0506]",항공우주공학부,
2696,전필,공학수학1,가좌캠퍼스,3.0,"월1,2[407-0507],수3,4[407-0507]","월1,2[407-0507]","수3,4[407-0507]",항공우주공학부,
2697,전필,고체역학,가좌캠퍼스,3.0,"월6,7[407-0508],수6,7[407-0508]","월6,7[407-0508]","수6,7[407-0508]",항공우주공학부,
2698,전필,고체역학,가좌캠퍼스,3.0,"월8,9[407-0508],수8,9[407-0508]","월8,9[407-0508]","수8,9[407-0508]",항공우주공학부,
2699,전선,기초전산제도실습,가좌캠퍼스,3.0,"금1,2,3[407-0603]","금1,2,3[407-0603]",,항공우주공학부,
2700,전선,기초전산제도실습,가좌캠퍼스,3.0,"화1,2,3[407-0603]","화1,2,3[407-0603]",,항공우주공학부,
2701,전선,우주역학기초,가좌캠퍼스,3.0,"화6,7[407-0506],목8,9[407-0506]","화6,7[407-0506]","목8,9[407-0506]",항공우주공학부,
2702,전선,스마트가공실습,가좌캠퍼스,3.0,"금1,2,3[407-0203]","금1,2,3[407-0203]",,항공우주공학부,
2703,전선,빅데이터/AI이해,가좌캠퍼스,3.0,"목1,2,3[407-0203]","목1,2,3[407-0203]",,항공우주공학부,
2704,전필,공기역학,가좌캠퍼스,3.0,"월1,2[407-0501],수3[407-0501]","월1,2[407-0501]",수3[407-0501],항공우주공학부,
2705,전선,자동제어,가좌캠퍼스,3.0,"월3[407-0509],목1,2[407-0509]",월3[407-0509],"목1,2[407-0509]",항공우주공학부,
2706,전선,우주시스템설계및실습,가좌캠퍼스,3.0,"월5,6,7[407-0603]","월5,6,7[407-0603]",,항공우주공학부,
2707,전선,항공우주로봇공학개론,가좌캠퍼스,3.0,"화1,2[407-0507],목3,4[407-0507]","화1,2[407-0507]","목3,4[407-0507]",항공우주공학부,
2708,전선,캡스톤디자인3,가좌캠퍼스,3.0,"목5,6,7[407-0508]","목5,6,7[407-0508]",,항공우주공학부,
2709,전선,3D프린팅실습,가좌캠퍼스,3.0,"수1,2,3[407-0203]","수1,2,3[407-0203]",,항공우주공학부,
2710,전선,위성제어및비행SW기초,가좌캠퍼스,3.0,"월1,2,3[407-0603]","월1,2,3[407-0603]",,항공우주공학부,
2711,전선,전기추진동력시스템,가좌캠퍼스,3.0,"월5[407-0509],수6,7[407-0509]",월5[407-0509],"수6,7[407-0509]",항공우주공학부,
2712,전선,C프로그래밍과자료구조,가좌캠퍼스,3.0,"화5[407-0603],목6,7[407-0603]",화5[407-0603],"목6,7[407-0603]",항공우주공학부,
2713,전선,C프로그래밍과자료구조,가좌캠퍼스,3.0,"화5[407-0604],목6,7[407-0604]",화5[407-0604],"목6,7[407-0604]",항공우주공학부,
2714,전선,C프로그래밍과자료구조,가좌캠퍼스,3.0,"화6,7[407-0603],목8,9[407-0603]","화6,7[407-0603]","목8,9[407-0603]",항공우주공학부,
2715,전선,C프로그래밍과자료구조,가좌캠퍼스,3.0,"화6,7[407-0604],목8,9[407-0604]","화6,7[407-0604]","목8,9[407-0604]",항공우주공학부,
2716,전필,열역학,가좌캠퍼스,3.0,"월6,7[407-0507],수6,7[407-0507]","월6,7[407-0507]","수6,7[407-0507]",항공우주공학부,
2717,전필,열역학,가좌캠퍼스,3.0,"월8,9[407-0507],수8,9[407-0507]","월8,9[407-0507]","수8,9[407-0507]",항공우주공학부,
2718,전필,공학수학1,가좌캠퍼스,3.0,"월3,4[407-0506],수1,2[407-0506]","월3,4[407-0506]","수1,2[407-0506]",항공우주공학부,
2719,전필,공학수학1,가좌캠퍼스,3.0,"월3,4[407-0507],수1,2[407-0507]","월3,4[407-0507]","수1,2[407-0507]",항공우주공학부,
2720,전필,고체역학,가좌캠퍼스,3.0,"월6,7[407-0501],수6,7[407-0501]","월6,7[407-0501]","수6,7[407-0501]",항공우주공학부,
2721,전필,고체역학,가좌캠퍼스,3.0,"월8,9[407-0501],수8,9[407-0501]","월8,9[407-0501]","수8,9[407-0501]",항공우주공학부,
2722,전선,기초전산제도실습,가좌캠퍼스,3.0,"화8,9,10[407-0603]","화8,9,10[407-0603]",,항공우주공학부,
2723,전선,기초전산제도실습,가좌캠퍼스,3.0,"화8,9,10[407-0604]","화8,9,10[407-0604]",,항공우주공학부,
2724,전선,우주역학기초,가좌캠퍼스,3.0,"화6,7[407-0507],목8,9[407-0507]","화6,7[407-0507]","목8,9[407-0507]",항공우주공학부,
2725,전선,스마트가공실습,가좌캠퍼스,3.0,"화1,2,3[407-0203]","화1,2,3[407-0203]",,항공우주공학부,
2726,전선,빅데이터/AI이해,가좌캠퍼스,3.0,"목1,2,3[407-0603]","목1,2,3[407-0603]",,항공우주공학부,
2727,전필,공기역학,가좌캠퍼스,3.0,"월1,2[407-0508],수3[407-0508]","월1,2[407-0508]",수3[407-0508],항공우주공학부,
2728,전필,공기역학,가좌캠퍼스,3.0,"월3[407-0501],목1,2[407-0501]",월3[407-0501],"목1,2[407-0501]",항공우주공학부,
2729,전선,자동제어,가좌캠퍼스,3.0,"월1,2[407-0509],수3,4[407-0509]","월1,2[407-0509]","수3,4[407-0509]",항공우주공학부,
2730,전선,항공기구조역학,가좌캠퍼스,3.0,"화6,7[407-0501],목8,9[407-0501]","화6,7[407-0501]","목8,9[407-0501]",항공우주공학부,
2731,전선,항공기구조역학,가좌캠퍼스,3.0,"화6,7[407-0508],목8,9[407-0508]","화6,7[407-0508]","목8,9[407-0508]",항공우주공학부,
2732,전선,항공우주추진시스템,가좌캠퍼스,3.0,"수1,2[407-0501],금3[407-0501]","수1,2[407-0501]",금3[407-0501],항공우주공학부,
2737,전선,캡스톤디자인3,가좌캠퍼스,3.0,"목5,6,7[407-0501]","목5,6,7[407-0501]",,항공우주공학부,
2738,전선,항공기가스터빈엔진,가좌캠퍼스,3.0,"화1,2[407-0506],목3[407-0506]","화1,2[407-0506]",목3[407-0506],항공우주공학부,
2756,전선,문화콘텐츠학개론,가좌캠퍼스,3.0,"금5,6,7[031-0101]","금5,6,7[031-0101]",,연계전공,
2757,전선,스토리텔링,가좌캠퍼스,3.0,"금8,9,10[031-0101]","금8,9,10[031-0101]",,연계전공,
2758,전선,지역문화와콘텐츠기획,가좌캠퍼스,3.0,"월8,9[031-0101],목8[031-0101]","월8,9[031-0101]",목8[031-0101],연계전공,
2759,전선,사이버텍스트와게임,가좌캠퍼스,3.0,"화8,9[031-0101],목9[031-0101]","화8,9[031-0101]",목9[031-0101],연계전공,
2760,전선,건축과문화콘텐츠,가좌캠퍼스,3.0,"월1,2[031-0101],수3[031-0101]","월1,2[031-0101]",수3[031-0101],연계전공,
2761,전선,문화콘텐츠와가상현실,가좌캠퍼스,3.0,"목5,6,7[031-0101]","목5,6,7[031-0101]",,연계전공,
2762,전선,문화콘텐츠제작실습,가좌캠퍼스,3.0,"화5,6,7[101-0123]","화5,6,7[101-0123]",,연계전공,
2763,전필,로봇입문,가좌캠퍼스,3.0,"금5,6,7[405-0512]","금5,6,7[405-0512]",,연계전공,
2764,전필,로봇시스템설계,가좌캠퍼스,3.0,"금1,2,3[405-0512]","금1,2,3[405-0512]",,연계전공,
2811,전필,생물1,가좌캠퍼스,3.0,"화1,2[352-0212],목3,4[352-0212]","화1,2[352-0212]","목3,4[352-0212]",연계전공,
2812,전필,생물탐구실험1,가좌캠퍼스,1.0,"수6,7[351-0249]","수6,7[351-0249]",,연계전공,
2813,전필,화학1,가좌캠퍼스,3.0,"화5[352-0212],목6,7[352-0212]",화5[352-0212],"목6,7[352-0212]",연계전공,
2814,전필,화학탐구실험1,가좌캠퍼스,1.0,"금8,9[352-0343]","금8,9[352-0343]",,연계전공,
2815,전필,물리1,가좌캠퍼스,3.0,"월3[352-0212],목1,2[352-0212]",월3[352-0212],"목1,2[352-0212]",연계전공,
2816,전필,물리탐구실험1,가좌캠퍼스,1.0,"수3,4[351-0104]","수3,4[351-0104]",,연계전공,
2817,전필,지구과학1,가좌캠퍼스,3.0,"금8,9,10[352-0212]","금8,9,10[352-0212]",,연계전공,
2818,전선,과학에듀테인먼트의이해,가좌캠퍼스,3.0,"월5[351-0211],수6,7[351-0211]",월5[351-0211],"수6,7[351-0211]",연계전공,
2819,전필,통합과학교재연구및지도2,가좌캠퍼스,3.0,"월1,2[352-0107],수3[352-0107]","월1,2[352-0107]",수3[352-0107],연계전공,
2820,전필,통합과학교재연구및지도2,가좌캠퍼스,3.0,"목8,9,10[352-0335]","목8,9,10[352-0335]",,연계전공,
2821,전필,통합과학교재연구및지도2,가좌캠퍼스,3.0,"화8,9[351-0249],금6,7[351-0249]","화8,9[351-0249]","금6,7[351-0249]",연계전공,
2822,전필,분자생물학,가좌캠퍼스,3.0,"화6,7[351-0304],금5[351-0304]","화6,7[351-0304]",금5[351-0304],연계전공,
2823,전선,융합과학탐구,가좌캠퍼스,3.0,"월3[301-127-1],목1,2[301-127-1]",월3[301-127-1],"목1,2[301-127-1]",연계전공,
2824,전필,지질학,가좌캠퍼스,3.0,"금5,6,7[352-0212]","금5,6,7[352-0212]",,연계전공,
2825,전필,통합과학교육논리및논술,가좌캠퍼스,2.0,"월8,9[352-0107]","월8,9[352-0107]",,연계전공,
2826,전필,윤리학개론,가좌캠퍼스,3.0,"화1,2[303-0615],목3[303-0615]","화1,2[303-0615]",목3[303-0615],연계전공,
2827,전필,인간과사회,가좌캠퍼스,3.0,"화1,2,3[303-0614]","화1,2,3[303-0614]",,연계전공,
2828,전필,한국사입문,가좌캠퍼스,3.0,"수1,2,3[303-0715]","수1,2,3[303-0715]",,연계전공,
2829,전필,자연지리학,가좌캠퍼스,3.0,"월6,7[303-0714],목5[303-0714]","월6,7[303-0714]",목5[303-0714],연계전공,
2830,전선,한국지리,가좌캠퍼스,3.0,"월5[303-0715],수6,7[303-0715]",월5[303-0715],"수6,7[303-0715]",연계전공,
2831,전필,동양고대의사상과윤리,가좌캠퍼스,3.0,"금1,2,3[303-0716]","금1,2,3[303-0716]",,연계전공,
2832,전필,법이해의기초,가좌캠퍼스,3.0,"화5[303-0716],목6,7[303-0716]",화5[303-0716],"목6,7[303-0716]",연계전공,
2833,전필,통합사회과교재연구,가좌캠퍼스,3.0,"금8,9,10[303-0714]","금8,9,10[303-0714]",,연계전공,
2834,전선,서양사입문,가좌캠퍼스,3.0,"월6,7[303-0715],목5[303-0715]","월6,7[303-0715]",목5[303-0715],연계전공,
2835,전선,국가와정치,가좌캠퍼스,3.0,"월1,2,3[303-0614]","월1,2,3[303-0614]",,연계전공,
2836,전선,한국윤리사상,가좌캠퍼스,3.0,"월1,2,3[303-0615]","월1,2,3[303-0615]",,연계전공,
2837,전필,목재화학,가좌캠퍼스,3.0,"화1,2,3[456-0328]","화1,2,3[456-0328]",,융합전공,
2838,전필,제지습부화학,가좌캠퍼스,3.0,"월6,7,8[456-0325]","월6,7,8[456-0325]",,융합전공,
2839,전필,단위조작I,가좌캠퍼스,3.0,"화6,7,8[404-0312]","화6,7,8[404-0312]",,융합전공,
2840,전필,펄프열역학I,가좌캠퍼스,3.0,"화5[404-0312],목6,7[404-0312]",화5[404-0312],"목6,7[404-0312]",융합전공,
2841,전선,펄프공학,가좌캠퍼스,2.0,"수1,2[456-0310]","수1,2[456-0310]",,융합전공,
2842,전선,펄프공학실험,가좌캠퍼스,1.0,수3[451-0110],수3[451-0110],,융합전공,
2843,전필,회수보일러운전이론,가좌캠퍼스,3.0,"화4[456-0328],목3,4[456-0328]",화4[456-0328],"목3,4[456-0328]",융합전공,
2844,전필,대기오염방지공학,가좌캠퍼스,3.0,"화1,2,3[404-0312]","화1,2,3[404-0312]",,융합전공,
2845,전필,화학안전공학,가좌캠퍼스,3.0,"월6,7,8[404-0312]","월6,7,8[404-0312]",,융합전공,
2846,전필,단위조작III,가좌캠퍼스,3.0,"수1,2,3[404-0312]","수1,2,3[404-0312]",,융합전공,
2857,전선,보험원론,가좌캠퍼스,3.0,"화1,2[201-0423],목3[201-0423]","화1,2[201-0423]",목3[201-0423],융합전공,
2860,전선,금융위험관리론,가좌캠퍼스,3.0,"목8,9,10[201-0503]","목8,9,10[201-0503]",,융합전공,
2963,전선,지식재산권개론,가좌캠퍼스,3.0,"수5[251-0415],금6,7[251-0415]",수5[251-0415],"금6,7[251-0415]",융합전공,
2964,전선,문화콘텐츠와저작권,가좌캠퍼스,3.0,"금1,2,3[251-0416]","금1,2,3[251-0416]",,융합전공,
2965,전선,지식재산라이센싱,가좌캠퍼스,3.0,"금8,9,10[251-0414]","금8,9,10[251-0414]",,융합전공,
2966,전선,지식재산빅데이터,가좌캠퍼스,3.0,"화6,7[251-0414],금5[251-0414]","화6,7[251-0414]",금5[251-0414],융합전공,
2967,전선,생명과학과지식재산,가좌캠퍼스,3.0,"화3[251-0414],금1,2[251-0414]",화3[251-0414],"금1,2[251-0414]",융합전공,
2968,전선,국제통상과지식재산,가좌캠퍼스,3.0,"수1,2[251-0309],금4[251-0309]","수1,2[251-0309]",금4[251-0309],융합전공,
2969,전선,디지털과지식재산,가좌캠퍼스,2.0,"수3,4[251-0416]","수3,4[251-0416]",,융합전공,
2970,전선,상표와디자인의이해,가좌캠퍼스,3.0,"월1,2,3[251-0414]","월1,2,3[251-0414]",,융합전공,
3000,전필,공기업과공공산업이해,가좌캠퍼스,3.0,"월8,9,10[201-0101]","월8,9,10[201-0101]",,융합전공,
3001,전필,공공산업경영현장실무,가좌캠퍼스,3.0,"화8,9,10[201-0101]","화8,9,10[201-0101]",,융합전공,
3018,전필,항공드론SW기초,가좌캠퍼스,3.0,"화1,2,3[407-0202]","화1,2,3[407-0202]",,융합전공,
3019,전선,머신러닝기초,가좌캠퍼스,3.0,"화8,9,10[407-0202]","화8,9,10[407-0202]",,융합전공,
3020,전선,항공드론영상처리,가좌캠퍼스,3.0,"수1,2,3[407-0202]","수1,2,3[407-0202]",,융합전공,
3022,전선,항공공학개론,가좌캠퍼스,3.0,"목1,2,3[407-0508]","목1,2,3[407-0508]",,융합전공,
3024,전선,항공그래픽스및시뮬레이션,가좌캠퍼스,3.0,"목1,2,3[407-0202]","목1,2,3[407-0202]",,융합전공,
3025,전필,항공드론CAD기초,가좌캠퍼스,3.0,"월1,2,3[407-0604]","월1,2,3[407-0604]",,융합전공,
3026,전선,항공드론논리회로기초,가좌캠퍼스,3.0,"금1,2,3[407-0202]","금1,2,3[407-0202]",,융합전공,
3027,전필,미래형자동차공학개론,가좌캠퍼스,3.0,"화6,7,8[601-0213]","화6,7,8[601-0213]",,융합전공,
3028,전필,자율주행인지시스템공학,가좌캠퍼스,3.0,"수5,6,7[601-0211]","수5,6,7[601-0211]",,융합전공,
3029,전필,첨단안전장치검사,가좌캠퍼스,2.0,"목1,2,3[601-0213]","목1,2,3[601-0213]",,융합전공,
3037,전필,친환경자동차고장진단,가좌캠퍼스,2.0,"목6,7,8[601-0220]","목6,7,8[601-0220]",,융합전공,
3043,전선,K-기업가정신개론,가좌캠퍼스,3.0,"금5,6,7[201-0423]","금5,6,7[201-0423]",,융합전공,
3044,전선,사회적기업가정신,가좌캠퍼스,3.0,"화8,9,10[201-0423]","화8,9,10[201-0423]",,융합전공,
